Date,Open,High,Low,Close,Adj Close,Volume
2011-03-15,20.230000,20.309999,19.594999,20.200001,18.744448,765080
2011-03-16,20.205000,20.459999,19.725000,19.860001,18.428946,592530
2011-03-17,19.995001,20.235001,19.575001,20.180000,18.725891,527920
2011-03-18,20.165001,20.385000,20.080000,20.150000,18.698053,454100
2011-03-21,20.469999,20.625000,20.250000,20.594999,19.110987,378020
2011-03-22,20.700001,20.700001,20.280001,20.340000,18.874363,274960
2011-03-23,20.340000,20.650000,20.200001,20.510000,19.032112,318490
2011-03-24,20.530001,20.945000,20.525000,20.834999,19.333693,347810
2011-03-25,20.950001,21.280001,20.785000,20.995001,19.482166,249820
2011-03-28,20.879999,21.270000,20.860001,21.110001,19.588879,154350
2011-03-29,21.150000,21.195000,20.700001,20.920000,19.412567,188010
2011-03-30,21.004999,21.150000,20.730000,20.870001,19.366173,335680
2011-03-31,20.834999,20.980000,20.684999,20.695000,19.203781,340630
2011-04-01,20.750000,20.785000,20.480000,20.695000,19.203781,358760
2011-04-04,20.700001,20.754999,20.545000,20.680000,19.189863,328420
2011-04-05,20.719999,20.840000,20.610001,20.700001,19.208424,439070
2011-04-06,20.775000,20.799999,20.705000,20.740000,19.245539,268410
2011-04-07,20.715000,20.900000,20.545000,20.565001,19.083149,335370
2011-04-08,20.605000,20.799999,20.605000,20.750000,19.254816,359180
2011-04-11,20.639999,20.715000,20.260000,20.350000,18.883642,274000
2011-04-12,20.264999,20.330000,19.870001,20.000000,18.558861,410280
2011-04-13,20.010000,20.145000,19.924999,19.985001,18.544941,646640
2011-04-14,19.955000,20.070000,19.625000,19.995001,18.554222,441100
2011-04-15,19.995001,20.360001,19.775000,20.254999,18.966225,692940
2011-04-18,20.400000,20.480000,19.525000,19.730000,18.474630,463010
2011-04-19,19.504999,20.485001,19.504999,20.129999,18.849180,376320
2011-04-20,20.290001,20.940001,20.290001,20.920000,19.588913,553590
2011-04-21,21.000000,21.215000,20.700001,20.860001,19.532730,345270
2011-04-26,21.700001,22.594999,21.285000,22.059999,20.656380,1205930
2011-04-27,22.480000,22.639999,22.045000,22.139999,20.731287,775470
2011-04-28,22.344999,22.700001,22.205000,22.299999,20.881107,669990
2011-04-29,22.270000,22.605000,22.184999,22.500000,21.068380,417870
2011-05-02,22.695000,22.700001,22.264999,22.264999,20.848333,260420
2011-05-03,22.315001,22.450001,22.059999,22.315001,20.895155,513110
2011-05-04,22.405001,22.405001,21.879999,22.045000,20.642334,485450
2011-05-05,22.250000,22.250000,21.719999,22.084999,20.679785,701860
2011-05-06,22.010000,22.495001,21.840000,22.260000,20.843655,343040
2011-05-09,22.245001,22.424999,22.049999,22.270000,20.853016,294260
2011-05-10,22.264999,22.815001,22.264999,22.695000,21.250973,704560
2011-05-11,22.684999,22.990000,22.504999,22.855000,21.400791,505270
2011-05-12,22.719999,22.760000,22.504999,22.715000,21.269701,451750
2011-05-13,22.650000,22.895000,22.500000,22.660000,21.218199,453490
2011-05-16,22.500000,22.980000,22.400000,22.860001,21.405479,361510
2011-05-17,22.150000,22.379999,21.750000,22.000000,20.600195,1307120
2011-05-18,22.090000,22.145000,21.889999,21.985001,20.586151,575560
2011-05-19,21.934999,22.320000,21.680000,22.084999,20.679785,744960
2011-05-20,22.100000,22.770000,22.100000,22.209999,20.796833,980710
2011-05-23,21.990000,21.990000,21.645000,21.855000,20.464422,509500
2011-05-24,21.750000,21.985001,21.625000,21.680000,20.300556,617090
2011-05-25,21.635000,21.930000,21.410000,21.709999,20.328644,631380
2011-05-26,21.815001,21.815001,21.465000,21.650000,20.272465,523300
2011-05-27,21.799999,21.920000,21.510000,21.620001,20.244375,507780
2011-05-30,21.610001,21.840000,21.420000,21.530001,20.160097,390140
2011-05-31,21.400000,22.775000,21.400000,21.950001,20.553377,5270390
2011-06-01,21.950001,22.580000,21.945000,22.170000,20.759378,709860
2011-06-02,22.000000,22.129999,21.910000,21.940001,20.544016,342280
2011-06-03,21.905001,22.000000,21.525000,21.605000,20.230330,433510
2011-06-06,21.580000,21.785000,21.370001,21.605000,20.230330,651240
2011-06-07,21.559999,21.865000,21.365000,21.370001,20.010283,585870
2011-06-08,21.299999,21.325001,21.000000,21.090000,19.748096,651640
2011-06-09,21.100000,21.285000,20.915001,21.105000,19.762142,325500
2011-06-10,21.110001,21.225000,20.575001,20.639999,19.326727,609730
2011-06-13,20.600000,20.900000,20.504999,20.760000,19.439093,228210
2011-06-14,20.959999,21.045000,20.719999,20.945000,19.612320,453730
2011-06-15,20.930000,20.930000,20.285000,20.535000,19.228405,535550
2011-06-16,20.285000,20.440001,20.000000,20.360001,19.064545,530860
2011-06-17,20.334999,20.730000,20.200001,20.480000,19.176908,574660
2011-06-20,20.385000,20.385000,20.100000,20.290001,18.998995,256030
2011-06-21,20.315001,20.735001,20.315001,20.655001,19.340776,398980
2011-06-22,20.695000,20.920000,20.559999,20.830000,19.504639,420310
2011-06-23,20.610001,20.799999,20.305000,20.434999,19.134769,383990
2011-06-24,20.600000,20.780001,20.455000,20.514999,19.209681,263090
